26.0,405.5,26.0,440.5
97.0,389.0,97.0,350.0
137.5,332.0,137.5,293.5
91.5,214.5,93.5,175.5
326.5,167.0,326.5,128.0
369.5,19.5,369.5,56.5
501.5,211.0,501.5,168.5
590.5,212.5,625.0,211.0
738.0,268.5,774.5,268.5
657.0,268.0,624.5,267.5
490.0,345.5,529.0,345.5
487.5,318.0,449.5,317.5
656.0,256.5,696.0,257.5
566.0,777.5,566.0,804.5
366.99632,805.49333,367.50368000000003,785.00667
103.0,620.25,137.5,620.25
350.5,720.5,351.0,693.5
354.0,694.0,353.5,672.0
356.0,677.5,356.0,652.5
373.5,71.0,415.37873,71.0
415.37873,71.0,454.93088,71.0
372.5,776.5,413.0,776.5
412.0,774.08986,459.0,774.08986
466.38479,773.0,512.8847900000001,773.0
512.88479,775.5,561.38479,775.5
