79.5,215.5,88.00000762939453,215.0
135.5,376.5,135.0,313.0
135.5,390.0,131.5,390.0
79.503809,619.50182,111.99619000000001,618.9981799999999
79.5,543.0,181.0,543.0
181.0,543.0,181.5,446.0
180.65425,543.47689,181.06691999999998,619.52281
181.06691999999998,619.52281,160.02098999999998,619.52281
181.0,619.5,343.5,619.0
333.0,813.0,333.5,758.0
488.0,319.0,488.0,343.5
322.5,215.5,133.5,215.5
138.0,273.0,139.0,216.0
228.0,376.5,228.5,12.5
321.99548,97.99566,323.50452,61.00434
489.0,211.0,498.0,211.0
543.5,210.5,604.5,210.5
592.5,106.5,651.5,107.0
652.5,13.5,652.5,217.5
652.0,209.5,645.5,209.5
594.0,266.5,608.0,266.5
593.5,375.5,593.5,297.5
592.0,344.5,565.0,344.5
642.00089,266.49965,748.99911,267.00034999999997
652.0,267.0,652.5,258.5
709.5,267.0,708.5,374.0
567.0,812.5,567.0,806.0
848.99755,264.99892,801.0024500000001,265.50108
592.5,139.0,591.5,210.5
340.96095,772.89041,367.03757,772.89041
367.03757,772.89041,367.03757,778.96703
366.75,811.5,366.75,806.0
346.0,500.5,345.5,555.5
324.50035,151.50057,323.49965000000003,311.49943
509.53413,344.10861,324.95397,344.10861
324.95397,344.10861,324.95397,339.02844
488.0,284.5,489.5,121.0
489.5,121.0,465.0,120.0
586.5443,767.87702,565.95781,767.87702
565.95781,767.87702,565.95781,771.96352
87.5,390.25,93.5,390.25
367.5,7.0,367.5,14.0
366.5,63.0,366.5,57.0
601.5,758.5,600.5,812.5
