136.25121,307.96556,138.24878999999999,279.03443999999996
129.5396,214.9576,93.435645,214.6662
323.30233,146.49357,322.19767,99.006423
368.0,19.5,368.0,56.5
498.25,210.75,540.75,210.75
606.95033,210.2638,642.54967,209.7362
753.50534,267.49844,799.9946600000001,266.50156000000004
635.97482,265.9519,612.52518,264.54810000000003
513.0,344.0,560.5,344.0
487.75,319.75,488.25,281.75
652.74139,217.47534,652.25861,258.02466
565.50136,777.50921,566.49864,804.4907900000001
366.99632,805.49333,367.50368000000003,785.00667
115.5,618.75,155.0,618.75
99.25,390.5,126.25,390.5
370.4965,775.93529,559.98542,773.88583
